"location";"state";"townsize"
"hk";"zz";"i"
"ch";"zz";"d"
"us";"NC";"b"
"us";"WA";"g"
"uk";"zz";"a"
"ca";"MB";"h"
"us";"TX";"e"
"us";"FL";"z"
"fi";"zz";"e"
"us";"FL";"e"
"us";"HI";"a"
"us";"zz";"i"
"us";"ID";"d"
"us";"FL";"i"
"ca";"BC";"f"
"us";"CA";"c"
"us";"AZ";"g"
"uk";"zz";"a"
"us";"GA";"d"
"us";"UT";"b"
"us";"MT";"b"
"us";"TN";"g"
"us";"NC";"i"
"us";"WI";"h"
"uk";"zz";"b"
"au";"zz";"z"
"zz";"zz";"z"
"uk";"zz";"b"
"us";"PA";"d"
"uk";"zz";"d"
"us";"PA";"c"
"us";"MA";"h"
"us";"CA";"f"
"zz";"zz";"z"
"us";"LA";"g"
"de";"zz";"g"
"us";"AL";"d"
"us";"WA";"e"
"us";"KT";"a"
"us";"ID";"a"
"us";"WI";"b"
"us";"VT";"a"
"us";"TX";"c"
"us";"FL";"d"
"nz";"zz";"e"
"us";"WI";"g"
"ca";"zz";"z"
"us";"MS";"b"
"us";"CA";"g"
"us";"AZ";"f"
"us";"IA";"z"
"us";"NY";"z"
"se";"zz";"a"
"us";"LA";"d"
"us";"PA";"b"
"us";"TX";"d"
"us";"CA";"f"
"ca";"zz";"c"
"us";"GA";"z"
"us";"CA";"c"
"us";"NC";"b"
"us";"IN";"g"
"uk";"zz";"g"
"us";"MI";"b"
"us";"MI";"a"
"ca";"ON";"g"
"us";"FL";"f"
"uk";"zz";"d"
"us";"FL";"b"
"uk";"zz";"h"
"ca";"ON";"z"
"us";"CA";"b"
"us";"UT";"g"
"ca";"NB";"d"
"us";"IL";"b"
"us";"KS";"d"
"mx";"zz";"g"
"us";"CA";"f"
"uk";"zz";"c"
"us";"ID";"a"
"us";"CA";"g"
"us";"ME";"e"
"us";"SC";"z"
"us";"CA";"f"
"us";"ID";"e"
"cl";"zz";"f"
"us";"IL";"b"
"us";"FL";"b"
"uk";"zz";"e"
"zz";"zz";"z"
"us";"WA";"c"
"uk";"zz";"e"
"zz";"zz";"z"
"us";"GA";"z"
"us";"AL";"e"
"uk";"zz";"i"
"us";"TX";"g"
"us";"TX";"d"
"us";"WA";"g"
"us";"AK";"c"
"us";"TX";"i"
"us";"MA";"e"
"ca";"ON";"z"
"us";"AZ";"c"
"bg";"zz";"e"
"us";"IL";"e"
"us";"AZ";"c"
"us";"VA";"g"
"us";"CT";"b"
"au";"zz";"b"
"us";"NC";"d"
"us";"KT";"d"
"us";"FL";"e"
"us";"CA";"b"
"us";"TN";"b"
"us";"TX";"e"
"us";"AK";"e"
"us";"CA";"d"
"us";"MO";"a"
"us";"MN";"e"
"us";"CA";"b"
"at";"zz";"c"
"us";"zz";"e"
"us";"IL";"g"
"us";"TX";"b"
"us";"FL";"e"
"us";"NY";"b"
"zz";"zz";"z"
"ca";"ON";"g"
"us";"WI";"c"
"fi";"zz";"c"
"us";"NJ";"c"
"us";"NY";"c"
"us";"NM";"h"
"us";"VA";"i"
"uk";"zz";"g"
"us";"RI";"e"
"fr";"zz";"c"
"us";"TX";"f"
"us";"NE";"e"
"us";"MA";"e"
"us";"NC";"c"
"ca";"NL";"d"
"nz";"zz";"a"
"ca";"AB";"g"
"us";"GA";"c"
"us";"ME";"b"
"us";"AZ";"z"
"us";"CA";"e"
"uk";"zz";"b"
"us";"CA";"d"
"us";"NV";"d"
"us";"WA";"f"
"us";"CA";"a"
"ca";"NB";"a"
"hu";"zz";"i"
"us";"WA";"b"
"au";"zz";"i"
"ca";"ON";"b"
"ca";"ON";"c"
"us";"MA";"g"
"au";"zz";"d"
"ca";"zz";"c"
"us";"OH";"c"
"us";"OK";"g"
"ca";"QC";"i"
"us";"TX";"g"
"us";"MO";"d"
"us";"NY";"b"
"us";"CA";"z"
"fi";"zz";"d"
"us";"MA";"c"
"us";"NV";"h"
"us";"OH";"c"
"us";"OK";"c"
"us";"OK";"c"
"us";"NY";"a"
"us";"OH";"d"
"us";"AR";"f"
"us";"CA";"e"
"ie";"zz";"e"
"zz";"zz";"z"
;;
"zz";"FL";"z"
"us";"MI";"a"
"us";"FL";"a"
"us";"MN";"e"
"us";"NY";"b"
"ca";"ON";"i"
"us";"CA";"h"
"us";"DE";"d"
"fi";"zz";"c"
"zz";"zz";"z"
"us";"ND";"b"
"us";"NJ";"c"
"uk";"zz";"a"
"zz";"zz";"z"
"ca";"ON";"h"
"us";"CA";"a"
"us";"AK";"a"
"us";"NV";"i"
"uk";"zz";"c"
"us";"FL";"h"
"us";"TX";"b"
"us";"MI";"c"
"us";"CA";"f"
"nl";"zz";"f"
"us";"CT";"e"
"us";"OH";"b"
"us";"MO";"g"
"us";"NH";"b"
"us";"FL";"b"
"us";"WA";"d"
"us";"CA";"c"
"au";"zz";"b"
"us";"zz";"a"
"nz";"zz";"d"
"us";"CT";"d"
"us";"OH";"c"
"us";"VA";"b"
"us";"AK";"a"
"br";"zz";"h"
"us";"NH";"d"
"zz";"zz";"f"
"us";"AL";"i"
"us";"AZ";"b"
"ca";"QC";"d"
"us";"KS";"e"
"us";"CA";"i"
"us";"CA";"b"
"us";"TX";"f"
"us";"MD";"e"
"ca";"ON";"d"
"ca";"AB";"i"
"us";"MO";"f"
"ae";"zz";"i"
"us";"MD";"b"
"us";"VA";"a"
"us";"KS";"f"
"us";"zz";"f"
"ca";"BC";"h"
"us";"WV";"c"
"au";"zz";"c"
"us";"WI";"c"
"us";"FL";"g"
"us";"CA";"z"
"us";"NC";"g"
"au";"zz";"e"
"us";"NV";"i"
"us";"NY";"d"
"us";"CA";"f"
"us";"IN";"e"
"zz";"zz";"z"
"us";"NY";"b"
"us";"PA";"g"
"us";"WI";"e"
"us";"TX";"i"
"us";"TN";"b"
"us";"TN";"c"
"au";"zz";"i"
"us";"OK";"b"
"ca";"ON";"c"
"us";"TX";"c"
"nz";"zz";"b"
"us";"UT";"d"
"us";"IL";"c"
"za";"NL";"c"
"us";"KT";"b"
"fi";"zz";"h"
"ca";"QC";"i"
"nl";"zz";"c"
"us";"FL";"g"
"us";"TX";"z"
"us";"zz";"g"
"ca";"MB";"c"
"us";"ID";"f"
"zz";"zz";"z"
"us";"zz";"e"
"uk";"zz";"h"
"us";"PA";"d"
"sv";"zz";"c"
"us";"WA";"h"
"us";"OK";"f"
"us";"NV";"f"
"us";"AZ";"i"
"us";"zz";"b"
"us";"LA";"g"
"us";"AZ";"i"
"se";"zz";"i"
"us";"GA";"b"
"ph";"zz";"g"
"us";"CO";"f"
"us";"NV";"i"
"us";"CA";"i"
"us";"zz";"b"
"ca";"zz";"a"
"us";"NJ";"a"
"uk";"zz";"z"
"us";"TN";"a"
"us";"TX";"c"
"us";"WA";"b"
"us";"PA";"d"
"us";"CO";"g"
"us";"CO";"i"
"us";"FL";"z"
"us";"CO";"b"
"us";"CO";"i"
"fi";"zz";"g"
"no";"zz";"b"
"us";"MI";"d"
"us";"CT";"c"
"uk";"zz";"c"
"us";"PA";"d"
"us";"OK";"d"
"id";"zz";"i"
"us";"OR";"a"
"us";"MO";"e"
"us";"CA";"f"
"us";"CA";"f"
"uk";"zz";"i"
"qa";"zz";"i"
"us";"VT";"e"
"fi";"zz";"d"
"gr";"zz";"c"
"ca";"ON";"b"
"au";"zz";"h"
"de";"zz";"i"
"us";"WA";"i"
"us";"MO";"d"
"us";"MI";"e"
"us";"MO";"e"
"de";"zz";"h"
"us";"PA";"a"
"us";"MI";"a"
"us";"CA";"a"
"au";"zz";"e"
"us";"DE";"c"
"us";"CA";"h"
"us";"CO";"b"
"us";"AZ";"f"
"se";"zz";"h"
"au";"zz";"i"
"ca";"ON";"b"
"us";"NC";"f"
"us";"WA";"c"
"us";"PA";"b"
"uk";"zz";"a"
"us";"TN";"h"
"us";"OR";"e"
"ca";"BC";"d"
"ca";"AB";"d"
"ca";"BC";"g"
"us";"zz";"a"
"au";"zz";"z"
"us";"PA";"f"
"us";"CA";"g"
"us";"WA";"i"
"us";"GA";"b"
"us";"PA";"a"
"au";"zz";"f"
"sg";"zz";"c"
"us";"CA";"e"
"uk";"zz";"g"
"au";"zz";"e"
"us";"OH";"e"
"us";"zz";"d"
"us";"CO";"h"
"dk";"zz";"e"
"us";"IL";"g"
"ca";"AB";"a"
"us";"VT";"e"
"us";"AZ";"h"
"us";"AZ";"c"
"us";"GA";"d"
"us";"CA";"b"
"us";"FL";"i"
"us";"CO";"g"
"us";"AZ";"i"
"us";"CO";"c"
"us";"CT";"d"
"us";"OH";"d"
"us";"NE";"f"
"us";"VA";"b"
"us";"NE";"g"
"us";"TX";"c"
"us";"IA";"a"
"us";"PA";"e"
"us";"CO";"g"
"us";"TX";"g"
"zz";"zz";"z"
"us";"MO";"c"
"us";"IL";"i"
"us";"SC";"e"
"ca";"NB";"d"
"fi";"zz";"b"
"us";"CA";"f"
"zz";"zz";"z"
"us";"zz";"e"
"pl";"zz";"z"
"us";"CA";"h"
"uk";"zz";"f"
"us";"WA";"b"
"uk";"zz";"a"
"pt";"zz";"e"
"zz";"zz";"z"
"us";"AZ";"i"
"uk";"zz";"d"
"us";"IL";"f"
"ca";"ON";"d"
"us";"NM";"b"
"us";"IL";"f"
"us";"IN";"a"
"uk";"zz";"f"
"pl";"zz";"e"
"us";"MI";"b"
"us";"NJ";"d"
"ca";"SK";"a"
"us";"GA";"c"
"no";"YT";"f"
"us";"FL";"d"
"si";"zz";"b"
"uk";"zz";"a"
"us";"CA";"c"
"us";"MS";"d"
"us";"AL";"b"
"ar";"zz";"b"
"us";"CO";"c"
"us";"WA";"z"
"us";"WA";"g"
"uk";"zz";"d"
"pr";"zz";"a"
"us";"MN";"e"
"us";"CT";"b"
"uk";"FL";"a"
"us";"zz";"f"
"us";"zz";"a"
"ca";"ON";"a"
"uk";"zz";"g"
"us";"OK";"z"
"ca";"AB";"f"
"us";"WY";"f"
"us";"MO";"f"
"us";"MI";"c"
"cz";"zz";"b"
"uk";"zz";"a"
"us";"CO";"g"
"us";"PA";"d"
"us";"AK";"a"
"ca";"BC";"c"
"us";"MD";"b"
"us";"OH";"b"
"ca";"ON";"d"
"ca";"BC";"i"
"uk";"zz";"c"
"uk";"zz";"b"
"au";"zz";"d"
"uk";"zz";"e"
"us";"AZ";"b"
"us";"FL";"d"
"us";"IA";"d"
"uk";"zz";"d"
"us";"TX";"e"
"uk";"zz";"i"
"uk";"zz";"f"
"at";"zz";"c"
"de";"zz";"c"
"us";"zz";"e"
"ca";"QC";"b"
"us";"MO";"e"
"us";"NC";"g"
"us";"VA";"b"
"us";"TX";"g"
"us";"WA";"f"
"us";"CO";"b"
"us";"IL";"f"
"us";"OH";"d"
"us";"IL";"b"
"us";"FL";"i"
"us";"OH";"e"
"us";"KT";"b"
"us";"WA";"i"
"us";"AL";"a"
"us";"TX";"b"
"us";"KT";"e"
"au";"zz";"a"
"us";"OH";"b"
"us";"GA";"d"
"uk";"zz";"b"
"us";"CO";"g"
"cl";"zz";"g"
"us";"TN";"b"
"ca";"AB";"d"
"us";"OR";"z"
"us";"NY";"a"
"us";"FL";"i"
"us";"OH";"g"
"us";"OH";"c"
"us";"TX";"z"
"us";"WA";"z"
"us";"TX";"i"
"us";"GA";"d"
"us";"AR";"e"
"us";"FL";"f"
"us";"AK";"g"
"us";"IN";"a"
"us";"CA";"g"
"us";"CA";"e"
"uk";"zz";"e"
"us";"AL";"b"
"us";"CA";"g"
"us";"NY";"c"
"us";"OK";"c"
"fi";"zz";"d"
"us";"OH";"a"
"zz";"zz";"c"
"ca";"SK";"e"
"us";"NE";"c"
"us";"MA";"a"
"us";"NJ";"d"
"us";"NJ";"f"
"ca";"ON";"g"
"uk";"zz";"c"
"us";"ND";"b"
"zz";"zz";"z"
"ca";"AB";"i"
"us";"NC";"e"
"uk";"zz";"f"
"us";"SC";"b"
"us";"MN";"f"
"us";"FL";"b"
"us";"PA";"b"
"us";"CA";"i"
"us";"CA";"e"
"us";"VA";"z"
"us";"FL";"e"
"se";"zz";"a"
"ru";"zz";"e"
"us";"PA";"b"
"us";"LA";"i"
"zz";"zz";"b"
"us";"MT";"b"
"us";"NJ";"g"
"us";"IA";"c"
"uk";"zz";"c"
"us";"UT";"d"
"us";"OK";"h"
"us";"IL";"e"
"us";"zz";"a"
"us";"CT";"d"
"us";"ID";"h"
"us";"NV";"g"
"us";"WV";"e"
"us";"MI";"d"
"us";"CO";"c"
"au";"zz";"a"
"cz";"zz";"z"
"us";"NY";"g"
"do";"zz";"b"
"us";"MD";"f"
"zz";"zz";"z"
"us";"FL";"c"
"us";"FL";"b"
"nl";"zz";"f"
"us";"zz";"b"
"us";"MD";"z"
"us";"CO";"g"
"us";"OH";"e"
"us";"CO";"e"
"us";"WA";"e"
"us";"NC";"g"
"us";"MS";"z"
"hr";"zz";"c"
"us";"NE";"g"
"us";"PA";"g"
"us";"zz";"a"
"bg";"zz";"a"
"us";"KS";"d"
"us";"VA";"f"
"us";"WA";"b"
"hr";"zz";"d"
"us";"VA";"d"
"us";"CA";"e"
"us";"GA";"d"
"ca";"NB";"e"
"us";"NC";"b"
"us";"AZ";"b"
"us";"CA";"c"
"us";"NM";"e"
"au";"zz";"b"
"ru";"zz";"g"
"us";"OR";"g"
"us";"AZ";"b"
"us";"WV";"b"
"us";"FL";"b"
"us";"OH";"c"
"us";"PA";"b"
"us";"WA";"g"
"us";"TX";"b"
"br";"zz";"d"
"us";"LA";"c"
"us";"MN";"e"
"us";"TX";"b"
"us";"OH";"z"
"us";"TX";"e"
"us";"FL";"g"
"us";"WA";"h"
"uk";"zz";"i"
"us";"ME";"b"
"us";"AZ";"h"
"us";"FL";"i"
"au";"zz";"d"
"us";"IL";"d"
"us";"SC";"b"
"uk";"zz";"i"
"us";"AL";"d"
"gr";"zz";"d"
"ro";"zz";"e"
"br";"zz";"i"
"us";"OR";"f"
"us";"MA";"c"
"us";"OK";"b"
"us";"CA";"i"
"ie";"zz";"a"
"us";"KT";"b"
"us";"FL";"z"
"uk";"zz";"g"
"it";"zz";"e"
"uk";"zz";"h"
"us";"CT";"f"
"ca";"ON";"d"
"us";"TX";"b"
"us";"CA";"h"
"ca";"AB";"i"
"us";"SC";"c"
"us";"WA";"d"
"us";"NC";"e"
"us";"OH";"c"
"us";"PA";"b"
"us";"MD";"c"
"us";"NJ";"a"
"us";"AL";"a"
"us";"GA";"b"
"us";"NY";"e"
"us";"ID";"c"
"zz";"zz";"f"
"us";"MD";"b"
